text,length,words,spam
vinc and vasant here is a brief summari of my meet with chri germani capac trader at the east desk relat to ga transmiss typic pipelin leas capac bill on a monthli basi an exampl might be the pipelin between south texa and brooklyn where you might pay per month per decatherm of capac per day a fix payment variabl charg are for fuel cost shrinkag and for overhead expens a ga trader might call south texa and be quot a deliveri price tomorrow of nymex basi and might call brooklyn and be quot a deliv price of nymex the trader s spread is and variabl cost of transmiss are so the trader would offer the leasehold of capac up to for firm capac tomorrow as for the distinct betweem firm and interrupt the leasehold have an excel knowledg of the firm equival of interrupt capac also mani pipelin don t discount firm capac from the tariff maximum it s not worth their time to haggl there is a further issu of secondari market not import to the model yet for south texa and brooklyn there are sever differ rout the ga can physic take pipelin of enron texa eastern etc and onc the trade is in the system trader can cover the enron posit on each end of the pipelin in so do free up the capac for other contract clayton,1212,232,0
telephon interview with the research group good morn mr catanes your resum wa forward to the research group and they would like to conduct a telephon interview with you at your conveni we would prefer the week of juli monday and tuesday the rd and th are holiday if at all possibl pleas let me know your avail and where you may be reach by phone and i will coordin the calendar the interview would be vinc kaminski manag director stinson gibner vice presid p v krishnarao director osman sezgen manag i look forward to hear from you sincer shirley crenshaw administr coordin enron corp research group forward by shirley crenshaw hou ect on am vinc j kaminski pm to shirley crenshaw hou ect ect cc vinc j kaminski hou ect ect subject mike catanes s resum shirley pleas arrang a phone interview vinc forward by vinc j kaminski hou ect on pm shirley crenshaw am to vinc j kaminski hou ect ect cc subject mike catanes s resum vinc thi is from ronni chahal doe he fit anywher forward by shirley crenshaw hou ect on am laura r arnold ee pm to shirley crenshaw hou ect ect cc subject mike catanes s resum shirley ronni chahal suggest i forward thi resum to you so that you could forward it to the appropri person within research pleas let me know if you need ani addit inform thank laura arnold x forward by laura r arnold hou ee on pm junel aol com on am to larnold enron com cc subject mike catanes s resum i am a ph d physicist and have work for the last five year in post doctor research posit in astrophys a few month ago i realiz that i had reach the limit of my academ career option at least for the near futur after read about career in the privat sector and discuss possibl with some famili member and friend it becam appar that my technic and mathemat skill could be transfer to the privat sector with better long term career option and a more dynam workplac environ than in academ research the energi industri is particularli attract as it begin to deregul i have been direct to enron by sever differ peopl as a veri forward think and grow compani and one which valu it employe becaus of my statist and mathemat skill i am interest in a posit as a quantit analyst howev if there are other area where the peopl at enron think i could contribut i am open to other option my other experi such as project manag is outlin in my resum i have work in a collabor of astrophysicist from the us ireland and england and i am a capabl independ worker as well i have excel written and oral commun skill and have made present to audienc rang from technic expert to school age children thank you again for your time and effort in pass thi resum on i look forward to talk with you sincer mike catanes mike s short resum doc,2710,515,0
re fw energi book promot juli i shall track down fiona she may be on vacat vinc juli on pm pleas respond to juli to vincejkaminski cc subject fw energi book promot hi vinc i sent the attach for enron s approv to fiona grant but haven t heard back in the contract that we sign it state that we need to seek approv from enron if we want to use the compani name is there someon els we should direct these request hope you are well juli origin messag from juli to fiona grant enron com sent thursday march pm subject energi book promot fiona i ve attach a letter that is go to be sent out to some univers promot the energi deriv book are we allow to mention in associ with enron corp pleas see attach should we check with you everi time we would like to use enron corp when advertis the book it will usual follow similar format thank juli lacima group cover letter for book brochur doc,881,173,0
hib visa applic sevil yaman sevil pleas make sure you provid thi inform asap vinc forward by vinc j kaminski hou ect on pm margaret daffin pm to sevil yaman corp enron enron cc norma villarr enron enronxg vinc j kaminski hou ect ect ramona perkin enron enronxg subject hib visa applic sevil yaman sevil pleas let me know when you will be send me the inform for your hib visa thank margaret forward by margaret daffin hou ect on pm margaret daffin pm to sevil yaman corp enron enron cc norma villarr enron enronxg vinc j kaminski hou ect ect ramona perkin enron enronxg subject hib visa applic sevil yaman sevil in order that we may proceed with your request for perman resid our immigr attorney have advis us that we need to process the hib visa prior to the perman resid applic therefor i am attach an hib visa questionnair that i would like you to complet and return to me togeth with copi of all of the document list at the bottom of the form pleas bring these to me in ac a pleas let me know if you have ani question at x thank you margaret,1044,200,0
re marketpoint ga model john thank for the inform chaim and i were awar that you might be chang role at enron i am delight kim is slate to take over the rein work with vinc kim ha put in a good bit of time in the past few year review our stuff and set up contact for us in your compani we will give kim a call earli next week after easter we have made a lot of progress on marketpoint which i think will be of keen interest to your team the introductori activ as well as the ongo inhous architectur are both improv rel to what you and your peopl were abl to review and i anticip you will be pleas and impress john it isnt that easi for you to get away from us rememb the stori of the tar babi just kid all the best and i hope we get the chanc to serv you and make your organ even better dale origin messag from goodpastur john mailto john goodpastur enron com sent thursday april am to chaim braun altosmgmt com cc dale m nesbitt kaminski vinc watson kimberli subject marketpoint ga model dear mr braun as i mention i have recent been reassign here at enron although i am still in the enron transport servic group i am no longer the most appropri contact for consider of the alto ga model i would suggest you contact kim watson at or of cours vinc kaminski who will remain veri much a part of the decis process regard john goodpastur winmail dat,1345,266,0
re stanford mba interview hi vinc unfortun i have not heard from him he also forward hi resum to mauricio mora who ask if we could interview him when i ask celest about it back then she decid against it if you need some help track him down let me know thank althea vinc j kaminski ect pm to althea gordon na enron enron cc vinc j kaminski hou ect ect subject stanford mba interview althea i wa tri to get in touch with thi guy did he contact you by ani chanc he miss the interview on the campu vinc forward by vinc j kaminski hou ect on pm sead juan j on am to vkamin enron com cc subject stanford mba interview dear vincent as i told you on the phone on friday i am veri interest in a summer internship at enron i would like to point out that i want to pursu a career in trade and i am especi interest in deriv given that enron is a pioneer in the market make of energi broadband and weather deriv i find it a compani i would be most interest in work for i believ that you will find my background of interest to your firm and i hope to be interview by yourself and other colleagu of your i have final exam from march but would be most will to travel to houston for interview ani time from friday march rd onward i hope to hear from you soon best regard juan sead mba class of stanford busi school escondido road apt c stanford ca tel email jsead stanford edu resum juan sead doc,1379,278,0
confirm of your order thi is an automat confirm of the request you have place use it central request number ecth ujn l order for mitra mujica x option mb upgrad for deskpro en x standard desktop enron it purchas pleas send all statu inquiri regard thi request to mailto receiv hardwar enron com,294,54,0
introduct of the european ga advisori servic and european po wer advisori servic to european ga and power client from peter hugh cera senior director scott foster cera director simon blakey cera director mack brother cera director date march re introduct of the european ga advisori servic and european power advisori servic for the past year cera s european ga and power retain advisori servic ha been primarili a natur ga servic with a small compon relat to electr power issu in recognit of the chang industri and regulatori environ for electr power we have significantli ad to our electr power capabl in europ over the past three year in term of both staff and of the depth and breadth of our research base on strong client demand for a dedic team and servic focus on the impend sea chang for the power industri and our desir not to lessen the servic we provid to the natur ga industri and market in europ cera is pleas to announc the launch of the european power advisori servic as of april thi new servic in combin with our exist european ga advisori servic will maintain cera s thought leadership and provid client with an earli warn system in these fast chang and import market the two team will continu to work close togeth which will allow them to identifi and analyz the import aspect of converg between the ga and electr power market while highlight and research the independ issu in each market european ga advisori servic the european ga advisori servic will continu to provid client with independ analysi and insight on the chang dynam of the european ga market it offer decis maker clear and comprehens analysi on the futur energi landscap and the challeng pose by the emerg competit environ in europ the focu is on market fundament the impact of european union and nation polici the chang industri structur and strateg respons the deliver includ the semi annual european ga watch european ga decis brief european ga privat report european ga energi signpost interact media confer call dedic european ga websit highlight cera s current think and market fundament on the ga sector in europ on a countri by countri basi attend at european ga roundtabl option european power advisori servic the european power advisori servic will provid client with independ analysi and insight on the chang dynam of the european power market the servic will review the market fundament for the european electr market and will provid client with a framework for understand and interpret the major chang take place in the market european power advisori servic will present cera s view of the dynam and assess of the opportun be creat in the market the deliver will includ a semi annual european power watch european power decis brief european power privat report european power energi signpost interact media confer call dedic european power websit highlight cera s current think and market fundament on the power sector in europ on a countri by countri basi attend at european power roundtabl option we are pleas at thi opportun to enhanc cera s coverag of a rapidli chang market and look forward to provid you with deeper and broader perspect on the futur of european energi if you have ani question regard thi excit transit pleas contact mack brother in our pari offic at also pleas note the upcom european ga and european power roundtabl session schedul for monday june in pari these roundtabl commenc at a m and includ dinner that even cera is pleas to announc that as of april mack brother will be move from our cambridg offic to our pari offic to head the commerci team for european energi end thi electron messag and attach if ani contain inform from cambridg energi research associ inc cera which is confidenti and may be privileg unauthor disclosur copi distribut or use of the content of thi messag or ani attach in whole or in part is strictli prohibit attl htm,3868,673,0
research and develop charg to gpg dawn here is the origin notif i will also send you the one where vera say it wa never done thank shirley forward by shirley crenshaw hou ect on am kimberli watson enron pm to kent miller et s enron enron martha janousek et s enron enron elain concklin et s enron enron vera apodaca et s enron enron rod hayslett fgt enron enron vinc j kaminski hou ect ect pinnamaneni krishnarao hou ect ect shirley crenshaw hou ect ect cc subject research and develop charg to gpg vinc krishna and i met to discuss the research and develop cross charg to gpg for januari through june these charg are base upon a budget amount of alloc three resourc to the gpg group two resourc for revenu manag and one resourc for gpg market we have util the r d group some dure the first half of the year but not to the full extent of three resourc vinc and krishna have agre to revers out some of the charg that were budget januari through june we will revisit thi issu again toward the end of the year to determin if ani adjust are necessari for juli through decemb the budget amount januari through june ha been distribut between the nng and tw as follow research and develop budget nng tw et s januari februari march april may june out of the budget for the first half of the year is to be revers back to the research and develop depart thi revers will occur in juli vinc vera apodaca ext x will be our contact to help facilit the revers of these charg elain the remain is to be alloc with go to the revenu manag work order and remain in o m if anyon ha ani question or need addit inform pleas don t hesit to call me x thank kim,1635,319,0
special report tivo now or never in thi issu interact tv power rank tivo now or never break news come attract be a star email us visit our site phone thi email wa sent to at your request by tvpredict com visit our subscript center to edit your interest or unsubscrib view our privaci polici power by,299,57,1
prc review stinson i am go to do the prc review for bob and paulo if your time permit pleas join me for these two meet bob am paulo am i attend the prc train they suggest let employe read their review befor the meet so i did that here are the two file attach zimin,264,56,0
re real option paul we have done a lot of work in thi area i shall call you later today monday my time tuesday morn your time with some recommend vinc p s shirley pleas send a real option binder to paul vinc from paul smith enron _ develop on am zel to vinc j kaminski ect cc paul quilkey enron _ develop enron _ develop raymond yeow enron _ develop enron _ develop subject real option vinc the sydney offic is current evalu a propos that involv an option to particip in build a wind farm should thi proceed we would like to mark thi option to market have the research group complet ani work on method for book and remark real option altern do you have ani suggest as to the best way to valu and book real option fairli regard paul smith,737,145,0
var number for the th hi vinc i apologis that i did not send you the follow mail kirstee forward by kirste hewitt lon ect on enron europ from kirste hewitt to andrea barschki mgusa com cc bjorn hagelmann hou ect ect grant masson hou ect ect subject var number for the th hi andrea i have run the var model for the th juli and have attach a zip file of the result the total var is and the cu posit is i have had troubl get hold of you so i thought i would summaris what i want to talk about also i thought i would give your ear a rest basic it is wrt the second point in your mail yesterday we briefli discuss it earlier the fax you sent me to explain the risk calcul suggest that you use a day period of adjust to calcul the risk in thi case it is call capit at risk the var calcul for our model is for a one day hold period which mean that your risk factor will be reduc by a factor equal the sqrt or sinc old risk factor std of the price movement new daili risk factor which actual equat to std of approx a day i am happi with thi as a estim of the vol as the annual spot vol we are show for cu is approx which equat to approx daili use thi new risk factor for the daili var the cu posit would give a var for the th of approx m which is less that the figur we estim the other thing is that by take net number we are disregard the term structur of the price curv vol curv and posit curv and are henc collaps everyth into a one factor model which mean that it is difficult to compar the number i hope that thi help to explain our number hope we can talk tomorrow cheer kirste,1575,330,0
a chanc to get new logo now work on your compani s imag start with a visual ident a key to the first good impress we are here to help you we ll take part in buildinq a posit visuai imaq of your compani by creat an outstandinq loqo present stationeri item and professionai websit these marketinq tooi wili siqnificantli contributeto success of your busi take a look at our work sampi hot deai packaq and see what we have to offer we work for you _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interest _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,661,190,1
address for recommend vinc pleas forward the recommend to the follow address windbreak dr alexandria va don t forget to label each envelop e g columbia etc and to sign each envelop over the adhes seal i must receiv the packag befor the new year in order to meet the submiss deadlin thank you for your time and happi holiday hector,330,61,0
otc live s new home run oil stock otc bb qoil dont sleep on thi stock thi is a hot one new order all the time tscintroduc lastmonthsprl up over few day agow have also introducedford up in day we believ otc bb qoil is also pois for a strong move as the fundament and anew project attract thi stock as it is trade at a bargain full profil pleas visit www otcliv com qoil htm oil price are flirt with all time high and oil compani stock which gener move with oil price have outperform the market thi year some analyst say if you don t make oil stock part of your portfolio you have to be nut a barrel to a barrel have been predict no one know for sure how high it will go most agre it will head higher compani overview quest oil corpor mission is to optim the develop of oil ga resourc out of it petroleum licens in order to creat the greatest valu for it sharehold quest oil intend to accomplish thi by manag the explor process and onli incorpor joint ventur partner to execut our predetermin exploit strategi quest oil posit itself through it acquisit with experienc resourc develop each properti is select as much for it own merit financi as it is for it strateg divers quest look for undervalu opportun in rel stabl econom polit environ we are current negoti or review licens in canada the usa the south pacif and africa quest oil is posit itself as a qualiti junior resourc explor compani as a us public compani quest ha access to the financi resourc requir to execut a full explor program and ultim extract latest news may quest oil initi phase one drill program for acadia north ga project may quest oil close initi fund for acadia ga project may quest oil arrang fund for acadia ga project may quest oil engag midtown partner to provid fund for acadia ga project acadia north ga project quest canada inc quest oil corpor wholli own subsidiari is about to launch develop of the acadia north ga project acadia north is the initi launch project for quest oil the project wa select base on it reduc risk characterist of proven reserv substanti product in the area and the project close proxim to sever distribut pipelin allow immedi access to market the acadia project is locat in southeast alberta near the saskatchewan border acadia north consist of two section total gross acr overli the vast vike ga target the arneson vike pool is a shorefac sand deposit and orient in a ne sw direct the pool ha been encount by four previous drill well sinc the porou sand rang from feet to feet thick and contain ga under lain by water pay zone thick rang from feet to feet with a proven and probabl recover reserv of bcf at a market valu of million accord to chapman engin of calgari alberta when includ the possibl reserv identifi an underli pool over twice the pud with a valu of million on may quest oil complet and close project financ for usd these fund will allow for immedi applic for licens and permit of the two acadia section quest oil oper transact oil and ga ventur ha been retain to provid turnkey develop through to tie in survey crew are on site and over the next coupl of week will determin drill site locat drill rig at present are be schedul for mid june and within a two week period will have complet the two well drill program well depth is approxim feet and within two day of activ drill target depth will be achiev as the acadia project progress through complet and tie in it is expect with a success drill program we will be in cash flow within sixti day quest oil is activ search and conduct econom review on sever project in north america and abroad we have spent consider amount of time and negoti with govern in the middl east and are close to enter into a full develop program manag will be releas inform on thi endeavor within the next few week prioriti as a publicli trade oil and ga explor and product compani quest oil is commit to manag and oper our global oper in a manner that protect the health and welfar of our employe contractor commun and environ we strive to compli and exceed all applic health safeti and environment rule law regul and intern standard to accomplish thi quest will commun health safeti and environment requir with manag supervisor employe and contractor and ensur that expect are clearli understood incorpor health safeti and environment consider into busi decis util manag system in conjunct with exist regul design and manag compani facil and activ to minim health safeti and environment risk monitor our oper and that of our contractor by evalu perform against system procedur and regul while simultan provid a foundat for continu improv encourag oper partner to achiev level of oper that are consist with quest s establish health safeti and environment standard provid resourc and train to develop and properli implement health safeti and environment polici manag system program and procedur commun and respond openli to intern and extern health safeti and environment concern particip in effort to enhanc knowledg and improv technolog law and regul that promot sustain energi product north american oil and ga explor quest oil corpor regard north america as their primari target for oil and ga project at thi stage and are current involv in negoti with sever signific properti in both canada and the unit state quest oil corp is activ pursu a select group of valuabl north american oil and ga compani with establish revenu the north american market provid a polit and econom stabl environ with except infrastructur thu provid greater sharehold valu for stock holder in addit north america is the largest consum of oil ga in the world which ensur that the market in thi region will remain strong for mani year technolog the develop and util of technolog in the explor extract and product of oil and ga is critic and quest oil regard thi sector a primari focu of the compani quest oil is current explor the acquisit of technolog asset which aid in the forecast develop and impact of oil and ga explor the need for more effici method of explor and extract provid will quest with a distinct advantag in the futur oil and ga market the grow need for technolog develop in the industri which measur and forecast the environment impact of oil and ga explor is obviou quest oil will fill thi need and creat a distinct advantag in the oil and ga market as a result for more info and powerpoint present pleas visit www otcliv com qoil htm disclaim tri state capit featur stock report are intend to be stock idea not recommend pleas do your own research befor invest it is crucial that you at least look at current sec file and read the latest press releas inform contain in thi report wa extract from current document file with the sec the compani web site and other publicli avail sourc deem reliabl for more inform see our disclaim section a link of which can be found on our web site thi document contain forward look statement particularli as relat to the busi plan of the compani within the mean of section a of the secur act of and section e of the secur exchang act of and are subject to the safe harbor creat by these section actual result may differ materi from the compani s expect and estim thi is an advertis for qoil the purpos of thi advertis like ani advertis is to provid coverag and awar for the compani the inform provid in thi advertis is not intend for distribut to or use by ani person or entiti in ani jurisdict or countri where such distribut or use would be contrari to law or regul or which would subject us to ani registr requir within such jurisdict or countri tristatecapit com all right reserv tri state capit is not a regist broker dealer or financi advisor nor do we hold ourselv out to be all materi present on our web site and individu report releas to the public through thi web site e mail or ani other mean of transmiss are not to be regard as invest advic and are onli for inform purpos befor make a purchas or sale of ani secur featur on our web site or mention in our report we strongli encourag and recommend consult with a regist secur repres thi is not to be constru as a solicit or recommend to buy or sell secur as with ani stock compani we select to profil involv a degre of invest risk and volatil particularli small cap and otc bb stock all investor are caution that they may lose all or a portion of their invest if they decid to make a purchas in ani of our profil compani past perform of our profil stock is not indic of futur result the accuraci or complet of the inform on our web site or within our report is onli as reliabl as the sourc they were obtain from the profil and opinion express herein are express as of the date the profil is post on site and are subject to chang without notic no investor should assum that relianc on the view opinion or recommend contain herein will produc profit result tri state capit may hold posit in secur mention herein and may make purchas or sale in such secur featur on our web site or within our report in order to be in full complianc with the secur act of section b tri state capit will disclos in it s disclaim what if ani compens wa receiv for our effort in research present and dissemin thi inform to our subscrib databas and featur the report on the tri state capit web site tri state capit ha been compensatedeight thousand dollar by a third parti for it effort in present the qoil profil on it web site and distribut it to it databas of subscrib as well as other servic tri state capit may decid to purchas or sell share on a voluntari basi in the open market befor dure or after the profil period of thi report as of the profil date no share have been sold inform present on our web site and within our report contain forward look statement within the mean of section a of the secur act of and section e of the secur exchang act of ani statement that express or involv discuss with respect to predict expect belief plan project object goal assumpt or futur event or perform are not statement of histor fact and may be forward look statement forward look statement are base on expect estim and project at the time the statement are made that involv a number of risk and uncertainti which could caus actual result or event to differ materi from those present anticip forward look statement in thi action may be identifi through the use of word such as expect will anticip estim believ or that by statement indic certain action may could or might occur the reader should verifi all claim and do their own due dilig befor invest in ani secur mention invest in small cap secur is specul and carri a high degre of risk we encourag our reader to invest care and read the investor inform avail at the web site of the secur and exchang commiss sec at http www sec gov and or the nation associ of secur dealer nasd at http www nasd com reader can review all public file by compani at the sec s edgar page the nasd ha publish inform on how to invest care at it web site th ave ste new york ny thi e mail messag is an advertis and or solicit,10977,2029,1
telephon interview with the houston research group good morn quentin vinc kaminski and the research group would like to conduct a telephon interview with you sometim next week consid the time differ between houston and australia it probabl make sens to tri and schedul it veri earli in the morn your time say am it would be pm here in houston how doe next wednesday or thursday or at am your time sound also pleas let me know if you want to be reach at home or work thank quentin and have a great day shirley crenshaw administr coordin enron research email shirley crenshaw enron com,583,106,0
enron mid year perform manag process enron s mid year perform manag process ha begun dure thi process you will be requir to select suggest review who can provid perform relat feedback on you and you may also be request to provid feedback on fellow employe you will need to do thi by access the perform manag system pep at http pep enron com ani question should be direct to the pep help desk at the follow number in the u s option in europ option in canada canada employe onli or e mail your question to perfmgmt enron com to log on to pep enter your user id and password provid below onc you have log on you will be immedi prompt to chang to a secur password your user id password are user id wkamin password welcom,716,139,0
you don _ t know how to attract custom to your websit submit your websit in search engin may increas your onlin sale dramat if you invest time and money into your websit you simpli must submit your websit onlin otherwis it will be invis virtual which mean effort spent in vain if you want peopl to know about your websit and boost your revenu the onli way to do that is to make your site visibl in place where peopl search for inform i e submit your websit in multipl search engin submit your websit onlin and watch visitor stream to your e busi best regard anderson west,571,109,1
mit financi engin pro seminar vinc i have receiv a call from mit ask if enron would be interest in sponsor a financi engin pro seminar thi mean that enron would propos a problem that would have it solut develop by student in the financi engin track these student would present the find in the end i think that enron ha alreadi sponsor a financi engin pro seminar i rememb someth about real option at the time i wa at school pleas let me know if enron ha the interest specif the research talk here at the weather desk mark tawney express interest if you agre we the weather desk could co sponsor thi pro seminar with the research the idea then would be to propos a problem connect to weather trade pleas give me your thought about thi issu thank claudio,752,142,0
re enron stanford program nick dinner on sunday would work for me i shall stay in the bay area till monday morn vinc nick bambo on pm to vinc j kaminski enron com cc subject re enron stanford program hi vinc i am on the technic program committe of the infocom confer and we are meet in new york citi on saturday octob th to select paper for the confer program i m leav stanford on friday and get back on sunday it might be a possibl to have dinner togeth on sunday if that would work for you in that case i would have to reschedul my flight to land in sfo earlier than i m current schedul to land would dinner on sunday work for you ani chanc we can meet monday for lunch i look forward to see you best regard nick vinc j kaminski enron com wrote nick i shall be in stanford oct visit my famili i would be glad to meet you and possibl giusepp your call for lunch pleas let mer know if you are free on one of these day saturday would work better for me vinc nick bambo on pm to stinson gibner enron com cc vinc j kaminski enron com subject re enron stanford program stinson great i m look forward to a veri product collabor i ll immedi start do giusepp s paper for him to work on the enron stanford program mani thank to you and vinc and i hope to see you soon at stanford or enron if i rememb correctli vinc is visit stanford in octob best regard nick stinson gibner enron com wrote nick i spoke with paul racicot head of trade for eb north america thi morn he said that he is happi to send the for your program from hi budget i have forward to him the draft letter to accompani the fund and will tri to follow up to make sure that the money is sent promptli stinson,1666,336,0
petit for summer internship vinc as we discuss earlier i attach the copi of the petit for my summer internship with enron analyst and associ group i also have the hard copi of the letter which i will deliv to you preson i am look forward to final becom an offici enron employe thank you veri much for your valuabl contribut to my experi with the compani jason sokolov,367,69,0
addit e mail address vinc three new student gave me their e mail wooddi rice edu lama rice edu tbalestreri houston rr com jason,127,24,0
cv of candid for rac support role these three guy will all be avail for interview monday afternoon regard ben,109,20,0
request submit access request for amitava dhar enron com you have receiv thi email becaus the request specifi you as their manag pleas click approv to review and act upon thi request request id request creat date pm request for amitava dhar enron com resourc name unlist applic softwar resourc type applic,305,52,0
year end perform feedback note you will receiv thi messag each time you are select as a review you have been select to particip in the year end perform manag process by provid meaning feedback on specif employe s your feedback play an import role in the process and your particip is critic to the success of enron s perform manag goal to complet request for feedback access pep at http pep corp enron com and select perform review under perform review servic you may begin provid feedback immedi and are request to have all feedback form complet by friday novemb if you have ani question regard pep or your respons in the process pleas contact the pep help desk at houston option london option email perfmgmt enron com thank you for your particip in thi import process the follow is a cumul list of employe feedback request with a statu of open onc you have submit or declin an employe s request for feedback their name will no longer appear on thi list review group enron feedback due date nov employe name supervisor name date select andrew naveen c rudi c zipter oct baxter ashley david davi nov campo hector o peyton s gibner nov carson richard l richard b buy oct crenshaw shirley j wincenti j kaminski oct kindal kevin vasant shanbhogu oct lama vieira pinto rodrigo david port oct raymond maureen j wincenti j kaminski nov supatgiat chonawe peyton s gibner oct tamarchenko tanya v vasant shanbhogu oct villarr norma e sheila h walton oct walton sheila h david oxley oct yaman sevil vasant shanbhogu oct yuan ding richard l carson oct,1539,275,0
start shop at costco today with a complimentari gold membership area start shop at costco today with a free gold membership we re give away gold membership in your area now ngpwmhmx,181,32,1
re next visit to houston ye and so would the northeast trader john suarez vinc j kaminski pm to georg hopley hou ect ect cc vinc j kaminski hou ect ect subject re next visit to houston georg would you like to take a like at the servic see below the meet is on juli at th floor vinc forward by vinc j kaminski hou ect on pm edward krapel on pm pleas respond to to vinc j kaminski cc jeffrey shorter e mail subject re next visit to houston vinc good to hear from you and i m glad you re avail how is wednesday at i did look at eol and am not surpris to see it qualiti i wa unabl to say much about it in my risk electr hedg and trade report becaus of deadlin pressur how is the site do i am intrigu by the competit for trade platform and wa astonish to hear that goldman morgan bp and shell were go to launch a site to compet with your talk about a shotgun marriag if we have time next week i could step you through our websit www weathereffect com i m veri proud of what we ve done i can t give out a password yet but would be happi to walk through the site with you over the phone use my password it s a veri ambiti site with state of the art wsi weather season and day to day drive a good load model for pjm and nepool esai contribut oil and ga input price forecast capac judgment and herd idea to develop power price forecast for same time period after one month s full bore effort i m pleas with the result e g we forecast nepool onpeak to be and it turn out have a great weekend ed origin messag from vinc j kaminski mailto vinc j kaminski enron com sent wednesday june pm to ekrapel esaibo com cc vinc j kaminski shirley crenshaw subject re next visit to houston ed i shall be avail on both day what about wednesday juli between and pleas let me know what time would work for you it will be nice to see you again vinc p s by the way did you have a chanc to take a look at the eol edward krapel on pm pleas respond to ekrapel esaibo com to vinc j kaminski hou ect ect cc subject next visit to houston dear vinc i will be return to houston dure the week of juli esai and weather servic intern have launch after more than month of r d our servic call energycast power trader and energycast ga trader for power trader in nepool and pjm i would be happi to review the servic with you as well as take you on a tour of our web site are you avail on juli sincer ed krapel,2367,488,0
vinc kaminski bullet point definit of price volatil histor vs impli vs model deriv volatil estim of volatil from histor data in the presenc of season jump fat tail stochast volatil model recent case of extrem price volatil in the power market in the us the caus and remedi,272,49,0
alp present hi vinc i ll take care of the invit and i am plan to be at the concert on saturday thank christi forward by christi patrick hou ect on pm vinc j kaminski pm to christi patrick hou ect ect cc vinc j kaminski hou ect ect kenneth parkhil na enron enron shirley crenshaw hou ect ect melinda mccarti corp enron enron subject alp present christi shirley reserv room cl for monday p m present can you issu the formal invit to our guest with the game dinner detail i don t have all the detail regard the enron field box and time i am out most of the day on wednesday but we can discuss the detail on thursday hope to see you on saturday at the concert vinc,660,132,0
ljm updat vinc stinson i just came back from a meet with account ryan siueck and credit rod nelson work with bill bradford in which we present the two factor model for calcul credit loss on our ljm s posit rod seem posit with the model conceptu approach he will posit bill bradford on that account will have a meet with aa to discuss the treatment on credit reserv on thi deal tomorrow am they feel my particip is not necessari at year end the differ on both valuat without and with credit risk indic a credit loss of about mm paulo issler,539,103,0
re kwi user group vinc sorri to hear you can not make it you would obvious have been the big catch in term of a london base replac who did you have in mind and what sort of subject could they cover david origin messag from vinc j kaminski enron com mailto vinc j kaminski enron com sent april to djw kwi com cc vinc j kaminski enron com shirley crenshaw enron com subject re kwi user group david i regret to inform you i am unabl to attend the confer due to previou commit would you consid a speaker form our london offic vinc david warwick on am to vinc j kaminski enron com cc subject re kwi user group vinc ani further thought on thi david origin messag from vinc j kaminski enron com mailto vinc j kaminski enron com sent april to djw kwi com cc vinc j kaminski enron com vkaminski aol com subject re kwi user group david thank for the invit i shall check my schedul on monday and will get back to you regard the confer i hope you will a veri happi easter vinc david warwick on pm to vinc j kaminski enron com cc subject kwi user group dear vinc pleas may i reintroduc myself we met last year at the sydney eprm confer which my compani kwi sponsor i chair the session at which you spoke as you may rememb my compani kwi are one of the world s lead provid of system kw and consult for energi trade and risk manag we have over client worldwid includ mani of the world s lead energi compani not enron unfortun north america tva ontario power cinergi bonnevil power europ enel atel electrabel edf nordic vattenfal fortum sydkraft statkraft birka energi norsk hydro each year we stage a kwi user forum a day event attend by lead trade and risk staff from our client last year there were about deleg the agenda primarili focuss on issu surround risk manag for the energi sector the agenda compris keynot present on burn risk issu from industri lead energi speaker and practic workshop focuss around use our softwar thi year event is at a luxuri hotel in the wonder spanish citi of barcelona and run from the even of sunday septemb th to tuesday septemb th the main confer dinner is on the monday even and is alway a memor event thi year it is in a lead barcelona restaur preced by a bu tour of the citi with a stop for pre dinner drink i would like to invit you to make the open keynot address the highlight of the confer the subject could be a gener energi risk relat topic a gener insight into the secret of enron s continu success in the energi market your thought on the futur develop on energi market and other commod relat bandwidth etc worldwid obvious we would cover all your delag cost includ accomod food and drink what s in it for you mani of our user are some the energi sector lead risk thinker and i m sure you would enjoy meet them and exchang view pleas let me know if you are abl to accept the invit best regard david warwick market dierctor and co founder,2871,552,0
draft from the editor with question i ll call mark thi is the latest draft fri afternoon of the paper by john martin from baylor pleas review the draft from the point of view of our pr polici i shall read it as well vinc forward by vinc j kaminski hou ect on pm john d martin on am to vkamin enron com cc subject draft from the editor with question i ll call vinc attach is the editor s latest edit on my draft there are a coupl of thing i d like to discuss with you and will call right after lunch john martin doc john d martin carr p collin chair in financ financ depart baylor univers po box waco tx offic fax j _ martin baylor edu web http hsb baylor edu html martinj home html,681,140,0
